,链接,标题,作者,日期,评论,回复
43,https://tieba.baidu.com/p/5607547232?pn=3,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:31,"老友给我发了红包.
炒鸡开心.
截图发到了空间还让朋友闷多想.
但真的很满足很开心.",[]
44,https://tieba.baidu.com/p/5607547232?pn=3,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:32,"我的除夕很快乐甚至有点难过.
可是我珍惜我所活过的每一天.
人生苦短.要及时行乐.",[]
45,https://tieba.baidu.com/p/5607547232?pn=3,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:33,"临睡之前去刷微博.
看到薛叔更博了开心到差点从被窝跳起.
还是我们的薛之谦啊.
永远都不会忘了谦友们.
2018还是特别爱薛之谦.
特别特别爱.",[]
46,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:34,"去班任家拜年.
七个人一起.
班任说我们这个班真的很团结.不散.
七个人会心一笑.
最好的我们.在一起的第七八年.",[]
47,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:36,"中午睡了一觉.
醒来觉得特别懵提不起精神也不想说话.
外面刮了好大的风.
我又在笑.
不走心的那种.",[]
48,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:37,"和爸妈在vx群里抢红包.
就是这种一家人在一起的感觉真的很棒.
我今天没再对谁感到无力和拼命想要挽留.
新年好.
希望2018真的好.",[]
49,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:38,"不知道我今天做了什么.
今天上午拜完年准备回家的时候.
顺路给弟弟买了些零食.
回家的时候妈妈说你俩怎么跟小孩子一样.
我和弟弟就笑.然后一人捧了一瓶AD钙.",[]
50,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:39,"感冒鼻音有点重.
说话声音怪怪的.
唔.真怕明天一早有变成了娃娃音.
有点困.鼻子不透气好难受的说.
感谢2017.♡",[]
51,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:41,"刚刚吃了一块超大的软糖.
结果鼻子不透气憋的难受.
就跟个小孩子一样漱完口乖乖钻进被窝.
明天晚上又可以看到薛叔了.
晚安好梦.",[]
52,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:42,"我做了一个很长的梦.
梦见了我一直在等的老朋友他其实在躲着我.
然后还写了一封信.但提到我只有两句话.
梦里我很果断终于鼓起勇气删掉他.
很真实.吃惊和难过的感觉都像真的.",[]
53,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:43,"不放纵我的懒散.
准备写作业.
还是很冷感冒貌似又重了些.
那个梦我没有耿耿于怀.
它的出现大抵也是想让自己释怀吧.",[]
54,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:44,"不需要这个世界的感同身受.
也不需要每个人都长着一模一样的脸.
心酸和喜悦通常交替上演.
新朋友和旧朋友陆续到场或相继离开.
我尊重故事开始也不遗憾故事结尾.
这是我的人生.",[]
55,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,情氹氹,2018-03-21 10:46,"很糟糕的情绪不要说.
谁都不要.会厌烦.
拒绝过对你好的人也不要说.
我啊.和我要命的骄傲不允许.
我的软弱被看到.",[]
56,https://tieba.baidu.com/p/5607547232?pn=4,回复：人工智能，是人类文明的进步！我很看好！,天堂永寂,2018-03-21 13:29,(ﾟoﾟ;,"['午好', '回复 情氹氹 :好好ヾ ^_^♪']"
57,https://tieba.baidu.com/p/5608597710?pn=1,人工智能设备wifi模块推荐 创凌智联13392166636,创明利护理,2018-03-21 15:05,"人工智能设备可用到创凌智联科技的WIFI模块产品有以下：


联发科（MTK）系列：
AP路由：TR7688AB系列；TR7620NB系列； TR7628NA系列；TR7628A5G系列
提供wifi模块技术支持，携手共赢",[]
58,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:43,最爱人工智能,[]
59,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:44,"很糟糕的情绪不要说.
谁都不要.会厌烦.
拒绝过对你好的人也不要说.
我啊.和我要命的骄傲不允许.
我的软弱被看到.",[]
60,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:46,"很疲惫莫名的那种.
不想说话不想笑也不想和谁闹.
妈妈说让我不要老是板着脸.
可是我有点燥有点委屈又特别莫名其妙.
给我几分钟的时间.
我会调整好.",[]
61,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:48,"刚刚走路被东西绊到.
下意识的用手臂勾住.
结果着实疼了一下.
笨死了我真是.",[]
62,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:50,"今晚又要熬夜啦.
薛叔是压轴欸.
对了刚刚同学和我说薛叔在辽宁春晚唱的演员有点走调.
讲实话她说还行吧都尤其是演员都走调了我真是差点怼她.
但是我忍住了.
不给薛叔招黑了.",[]
63,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:52,"有点冷在等心动声音.💓
像我这种生病不吃药死扛的人活该难受.
怕是又要等到好久好久.
好久都没写我的日记啦.
明天要拼命的写作业了.",[]
64,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:54,"在看江苏卫视.
刚好演到汪苏泷和一个泰国歌手唱歌.
我要跑去给自己倒一杯水.
嗓子特别干说话还带点鼻音.
你呢.在做什么.",[]
65,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:56,"好久不听宠爱刚刚跟着电视都连不上.
哇江苏卫视和汪苏泷一起唱有点甜的穿牛仔的小哥哥好好看啊.
这个有点甜，真的超甜.",[]
66,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 08:58,"有点困.
列表的女孩子让我去睡觉.
为了薛叔当然要等啦.
和她求了好一会儿情才肯同意.
还是很爱她啦.",[]
67,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 09:00,"终于等到了薛叔.
二十三点零一分.
超开心跑去QQ发了个说说.
压轴哦好酷的我薛叔.
《骆驼》很好听哦.
薛叔晚安哦.我要去睡了.
你也是.嘻嘻.（突然找不到图了.）",[]
68,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 09:02,"刚刚弟弟叫我起床.
就是用他那个小奶音特别甜的说姐姐起床啦.
莫名其妙get到他的萌点.
好啦我要准备起床去洗漱啦.
早安.",[]
69,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 09:04,"今天姑姑和姑父回来.啊.还有叔叔.
呵.不想说话就觉得特别好笑.
一向没好感.一向自傲.
奶奶偏心的很明显.
讲实话我很厌恶这样的家.
也无感这样的节.",[]
70,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 09:06,"很讨厌处处觉得自己很好很棒的人.
一群人坐在一起吃饭一个劲的问这问那生怕亏待着.
你闲不闲啊显得你很好吗.
真的无语.
吃了几口菜就离开了.",[]
71,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 09:08,"刚刚跑去翻自己的QQ相册.
好像看到了以前的自己.
去年冬天的.夏天的.秋天的.
宁念的.老友的.发小的.
很多截图很多手写很多很多的爱.
♡",[]
72,https://tieba.baidu.com/p/5608002268?pn=1,最爱人工智能,肮脏的内心世界,2018-03-21 09:10,"无论我多么怀念过去.多么希望回到过去.
多么希望还是那个自己.但我很清楚什么都回不去了.那些记忆这些人.包括那个我.同学圈的关闭也切断了所有回忆的来源.或许没有下一次见面了.我愧对于自己的青春.也愧对于我所遇到的每个你.
“青春看似荒唐没人会选择投降”谢谢你来过谢谢我想通.再见.不负遇见.再见.不能再见.",[]
73,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:12,"别人是每逢佳节胖三斤.
我觉得我应该是瘦三斤的那种.
好几天没正经吃饭.
妈妈给我和弟弟弄了夜宵.
吃的非常开心.",[]
74,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:14,"刚刚爸爸进屋.
一边关门一边问我妈妈呢.
我就一脸认真的说.欸.我妈刚才出去了啊.你没看到吗.
然后我爸就要出去找我妈.
笑的不行.哈哈.特别搞笑.
好啦.要去睡了.
晚安啦.",[]
75,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:16,"一早上要起床然后么我就不想起.
就披着被子坐在那.
然后我弟象征性地揉了揉我的头.
我怎么感觉突然多了个哥.
好啦.早安好.",[]
76,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:18,"还是要恬不知耻的笑吧.
哭了会怎么样.
倒霉一年？别开玩笑了.
哪里会惯着我.
真的.腻了.这破人间我恶心够了.",[]
77,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:20,"舅舅和姐姐他们来.
人很多坦白讲我还是应付不了这样的场面.
浑身不自在.满身都尴尬.
算了.去吃饭了.",[]
78,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:22,"口袋老师和作业帮真的很像.
但还是不太顺手.
你看我.说过要放手了.还是一有消息就跑去看看.
人总是喜欢把情感寄托到某种东西上.
对不起.我改不掉.",[]
79,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:24,"准备删掉宁忘的那个帖子.
最近没有搜刮的句子可更.
反倒是废话多得不行.
姐姐和弟弟妹妹今晚要在家里住.
越长大孤独感越肆虐.",[]
80,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:26,"还是很不擅长和人交际.
尤其是不熟的陌生人.
不讨喜还容易冷场.
啊给你个建议吧.
最好离我远点.",[]
81,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:28,"每天都因为可以看薛之谦开心.
这大概是我一天中为数不多的喜悦.
突然厌烦突然不想说话.
明天要出门.
还有不到十天开学.
这个假期大概是我高中以来最后这个长假期了.",[]
82,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:30,"我刚刚收到老友的消息.
突然有点甜.
然后截了近期有点甜的图.
哇我怕不是要被宠坏.
要一直在一起哦.♡",[]
83,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:32,"我很享受这样的我们.
很纯粹很真实的感动.
记得有个男孩子问过我.
英文的你是我的什么.
我说了全世界.
但现在如果在问一遍的话.
我会说我是你的不负遇见.
晚安.",[]
84,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:34,"我大概是有病.
讲真的.丧到死.
脾气和冲动.
没有隐忍难堪特别多.
我想死掉.",[]
85,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:36,"我能不能说我他喵不想吵.
不想说话我特懒得计较.
我闹知道吗我还特别丧.
你看我不顺眼那随便.
我也不是强迫你做我家人.",[]
86,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:38,"谢谢你们关注.
234.感恩.
快开学了.
这个日常贴贯穿了我整个假期.
承蒙偏爱.全贴原创.
禁私拿禁不标明出处二传.
以前没有刻意强调现在说明.
谢谢配合谢谢遇见.
我是宁忘.",[]
87,https://tieba.baidu.com/p/5608002268?pn=2,回复：最爱人工智能,肮脏的内心世界,2018-03-21 09:41,"回腾讯了.
宁念刷了99+给我.
我真的不想让她看到我软弱的一面.
我很糟想逃想死掉.
我很丧.你别爱我了.
宁念.下辈子别对我这么好了.",[]
88,https://tieba.baidu.com/p/5608239088?pn=1,问一下,傲娇小狐妖,2018-03-21 11:22,谁会制作手机人工智能AI？,[]
89,https://tieba.baidu.com/p/5608239088?pn=1,问一下,幽燰,2018-03-21 12:15,印记到了开心,['你会制作吗']
90,https://tieba.baidu.com/p/3705726969?pn=1,有没有大神研究过发现规律的规律？,mochaojian,2015-04-17 09:12,请给点思路。谢谢。,[]
91,https://tieba.baidu.com/p/3705726969?pn=1,有没有大神研究过发现规律的规律？,卡西地,2015-04-17 15:09,保存同时出现的一组信息,"['灯亮，食物，灯亮，食物，灯亮，食物。 灯亮，狗分泌唾液。狗在无意识的情况下发现了规律。', '行为主义？肯定有肯定的地方，就是没有得到大脑运行的模式！所以难以实现强智能。', '回复 卡西地 :如果狗能够说出它发现了什么规律，它才能算是真正找到了规律。否则不过是一种感受。仅仅是感受，简单的玩具也有：一个没有任何电子设备的汽车，前轮是一个无驱动的独轮，碰到障碍可以随机自动转向。该玩具被电机驱动后，遇到障碍汽车就会改变前进方向。看来它也发现了转向的规律。', '你会消化，能呼吸，有心跳，当然不是发现规律，这是你一生出来就有的功能。 相反，你生出来不会开汽车，后来通过学习，会开汽车了，这就是发现规律。', '回复 ruiaijun :学点程序再说话，楼主也是。', '', '', '', '', '']"
92,https://tieba.baidu.com/p/3705726969?pn=1,有没有大神研究过发现规律的规律？,潇焓,2015-04-17 21:47,"这个帖子看了？
http://tieba.baidu.com/p/3013551686","['神经网络了解过，感觉没能解决机器实现强智能的问题，但是我很同意他认为大脑只是单一的运算模式的思想。只是这个单一的模式是否可以改改？', '神经网络理论并不能真正总结出规律来，关键在于它不会说。人类总结出规律是要能够说出来的。而我在二楼给出的方法不仅能够找出规律，而且能够说出找到的规律。', '我在第三楼给卡西地的回复中，举了一个玩具汽车的例子，它的“发现规律能力”应该高过神经网络理论。不过那不叫真正地发现规律。你想是不是？', '回复 mochaojian : 确实没能解决，仅是一种找规律的方式。完全靠找规律怕是实现不了强智能吧？', '回复 ruiaijun : 您说的当然没错，但是当您不提及怎么分析、怎么综合、找特点的时候，其实没有解决楼主的问题，我们想知道的就是这些算法的细节。', '', '', '']"
